datetime,author,message,raw
2025-08-26 22:44:00,Pulkit Dce,Bhai iski last slide chat gpt ki lag rahi ha,Pulkit Dce: Bhai iski last slide chat gpt ki lag rahi ha
2025-08-26 22:44:00,Pulkit Dce,Uski jagha kuch or kar dio,Pulkit Dce: Uski jagha kuch or kar dio
2025-08-26 22:44:00,•••Vaidik•••,Kaha se chat gpt ki lag rhi h,•••Vaidik•••: Kaha se chat gpt ki lag rhi h
2025-08-26 22:44:00,•••Vaidik•••,Ye toh normal slide h,•••Vaidik•••: Ye toh normal slide h
2025-08-26 22:44:00,•••Vaidik•••,Koi bhi bana de,•••Vaidik•••: Koi bhi bana de
2025-08-26 22:44:00,Pulkit Dce,Oh aacha,Pulkit Dce: Oh aacha
2025-08-26 22:44:00,Pulkit Dce,Theek,Pulkit Dce: Theek
2025-08-26 22:45:00,•••Vaidik•••,Tu ek kaam krega,•••Vaidik•••: Tu ek kaam krega
2025-08-26 22:45:00,Pulkit Dce,Bol,Pulkit Dce: Bol
2025-08-26 22:45:00,•••Vaidik•••,Front page banake bhej de,•••Vaidik•••: Front page banake bhej de
2025-08-26 22:45:00,•••Vaidik•••,Bdhiya sa,•••Vaidik•••: Bdhiya sa
2025-08-26 22:45:00,Pulkit Dce,Bhai mera ma power point nahi ha,Pulkit Dce: Bhai mera ma power point nahi ha
2025-08-26 22:46:00,•••Vaidik•••,🙂🙂power point hi nhi h,•••Vaidik•••: 🙂🙂power point hi nhi h
2025-08-26 22:46:00,Pulkit Dce,Paisa lagta ha,Pulkit Dce: Paisa lagta ha
2025-08-26 22:46:00,Pulkit Dce,Download karna ka,Pulkit Dce: Download karna ka
2025-08-26 22:46:00,•••Vaidik•••,Online chala le,•••Vaidik•••: Online chala le
2025-08-26 22:46:00,Pulkit Dce,Ya lasa chalta ha,Pulkit Dce: Ya lasa chalta ha
2025-08-26 22:46:00,•••Vaidik•••,Online search kr microsoft office,•••Vaidik•••: Online search kr microsoft office
2025-08-26 22:47:00,Pulkit Dce,<Media omitted>,Pulkit Dce: <Media omitted>
2025-08-26 22:47:00,Pulkit Dce,Bhai phad rah hu,Pulkit Dce: Bhai phad rah hu
2025-08-26 22:47:00,Pulkit Dce,Please kar la,Pulkit Dce: Please kar la
2025-08-26 22:47:00,•••Vaidik•••,😅chal thik h,•••Vaidik•••: 😅chal thik h
2025-08-27 00:34:00,•••Vaidik•••,<Media omitted>,•••Vaidik•••: <Media omitted>
2025-08-27 00:34:00,•••Vaidik•••,<Media omitted>,•••Vaidik•••: <Media omitted>
2025-04-09 09:30:00,•••Vaidik•••,https://vaidik-018.github.io/final_website/,•••Vaidik•••: https://vaidik-018.github.io/final_website/
2025-09-16 23:30:00,Pulkit Dce,This message was deleted,Pulkit Dce: This message was deleted
2025-09-16 23:30:00,Pulkit Dce,This message was deleted,Pulkit Dce: This message was deleted
2025-09-16 23:30:00,Pulkit Dce,This message was deleted,Pulkit Dce: This message was deleted
2025-09-19 10:41:00,Pulkit Dce,<Media omitted>,Pulkit Dce: <Media omitted>
2025-09-22 14:34:00,Pulkit Dce,Oee kitna aay dbms am,Pulkit Dce: Oee kitna aay dbms am
2025-09-22 14:35:00,•••Vaidik•••,32,•••Vaidik•••: 32
2025-09-22 14:35:00,Pulkit Dce,Ronit ka,Pulkit Dce: Ronit ka
2025-09-22 14:35:00,Pulkit Dce,Ritesh ma,Pulkit Dce: Ritesh ma
2025-09-22 14:35:00,•••Vaidik•••,56,•••Vaidik•••: 56
2025-09-22 14:35:00,•••Vaidik•••,53,•••Vaidik•••: 53
2025-09-22 14:36:00,Pulkit Dce,Tishank,Pulkit Dce: Tishank
2025-09-22 14:36:00,•••Vaidik•••,30,•••Vaidik•••: 30
2025-09-22 14:36:00,Pulkit Dce,Tanisq,Pulkit Dce: Tanisq
2025-09-22 14:37:00,•••Vaidik•••,32,•••Vaidik•••: 32
2025-09-22 14:37:00,Pulkit Dce,Ha,Pulkit Dce: Ha
2025-09-23 19:08:00,Pulkit Dce,Bhai 10 rupay,Pulkit Dce: Bhai 10 rupay
2025-09-23 19:08:00,Pulkit Dce,Plz,Pulkit Dce: Plz
2025-09-23 19:08:00,Pulkit Dce,Urgent,Pulkit Dce: Urgent
2025-09-23 19:11:00,•••Vaidik•••,<Media omitted>,•••Vaidik•••: <Media omitted>
2025-09-23 19:11:00,•••Vaidik•••,Bhai 3 rupee pde h,•••Vaidik•••: Bhai 3 rupee pde h
2025-09-27 15:27:00,Pulkit Dce,Bhai 100 rupay ha kya,Pulkit Dce: Bhai 100 rupay ha kya
2025-09-27 16:14:00,•••Vaidik•••,Nhi h bhai,•••Vaidik•••: Nhi h bhai
2025-09-27 16:33:00,Pulkit Dce,Ok,Pulkit Dce: Ok
2025-05-10 14:20:00,,"•••Vaidik•••: Dronacharya College of Engineering student, imagine earning easy pocket money - all while working from your home or college! Sounds too good to be true? It's real, and it's happening with India's _#1 Student Community_ - the *Internshala Student Partner Program!*

* What's in it for you?* - *Earn up to INR 7 lacs* while learning valuable marketing and communication skills, get an _iPhone 14_, exciting _cash rewards_, _certificates_ and _exclusive Internshala merch_ and so much more! This is your chance to be a part of the *top 1%* of student leaders across India! Apply here: https://isp.internshala.com/i/49063268. Deadline is: *8th October, 2025*","•••Vaidik•••: Dronacharya College of Engineering student, imagine earning easy pocket money - all while working from your home or college! Sounds too good to be true? It's real, and it's happening with India's _#1 Student Community_ - the *Internshala Student Partner Program!*"
2025-05-10 14:24:00,Pulkit Dce,Kya program ha ya,Pulkit Dce: Kya program ha ya
2025-05-10 14:24:00,•••Vaidik•••,Link pe click krke ek baar form bhar de,•••Vaidik•••: Link pe click krke ek baar form bhar de
2025-05-10 14:24:00,Pulkit Dce,Ok,Pulkit Dce: Ok
2025-05-10 20:14:00,Pulkit Dce,Bhai ek order magana ha tera ghar pa,Pulkit Dce: Bhai ek order magana ha tera ghar pa
2025-05-10 20:38:00,Pulkit Dce,Baaga,Pulkit Dce: Baaga
2025-05-10 20:38:00,Pulkit Dce,Baata,Pulkit Dce: Baata
2025-05-10 20:40:00,•••Vaidik•••,Kya order h,•••Vaidik•••: Kya order h
2025-05-10 20:54:00,Pulkit Dce,Creatine,Pulkit Dce: Creatine
2025-05-10 20:55:00,•••Vaidik•••,Han kr dunga,•••Vaidik•••: Han kr dunga
2025-05-10 20:55:00,•••Vaidik•••,Krde order,•••Vaidik•••: Krde order
2025-05-10 20:55:00,Pulkit Dce,Address bhaje,Pulkit Dce: Address bhaje
2025-05-10 20:56:00,•••Vaidik•••,Tu bata hi de na me kr deta hu order,•••Vaidik•••: Tu bata hi de na me kr deta hu order
2025-05-10 20:56:00,Pulkit Dce,Aacha,Pulkit Dce: Aacha
2025-05-10 20:56:00,•••Vaidik•••,Konsa Krna h,•••Vaidik•••: Konsa Krna h
2025-05-10 20:56:00,Pulkit Dce,https://nutrabay.com/product/nutrabay-micronised-creatine-monohydrate/?pId=1903618&vId=2187639,Pulkit Dce: https://nutrabay.com/product/nutrabay-micronised-creatine-monohydrate/?pId=1903618&vId=2187639
2025-05-10 20:57:00,Pulkit Dce,Ya,Pulkit Dce: Ya
2025-05-10 20:57:00,•••Vaidik•••,Okay krta hu,•••Vaidik•••: Okay krta hu
2025-05-10 20:57:00,Pulkit Dce,Ok bhai,Pulkit Dce: Ok bhai
2025-05-10 21:06:00,•••Vaidik•••,<Media omitted>,•••Vaidik•••: <Media omitted>
2025-05-10 21:06:00,•••Vaidik•••,Zepto se kr du,•••Vaidik•••: Zepto se kr du
2025-05-10 21:06:00,•••Vaidik•••,Abhi aa jayega,•••Vaidik•••: Abhi aa jayega
2025-05-10 21:06:00,Pulkit Dce,Kar da,Pulkit Dce: Kar da
2025-05-10 21:06:00,•••Vaidik•••,Okay,•••Vaidik•••: Okay
2025-05-10 21:07:00,Pulkit Dce,Kal da dio,Pulkit Dce: Kal da dio
2025-05-10 21:07:00,•••Vaidik•••,Thk h,•••Vaidik•••: Thk h
2025-05-10 21:37:00,•••Vaidik•••,<Media omitted>,•••Vaidik•••: <Media omitted>
2025-05-10 21:37:00,•••Vaidik•••,Yahi h na,•••Vaidik•••: Yahi h na
2025-05-10 21:37:00,Pulkit Dce,Hm,Pulkit Dce: Hm
2025-05-10 21:37:00,•••Vaidik•••,Okay,•••Vaidik•••: Okay
2025-05-10 21:37:00,•••Vaidik•••,Aagya,•••Vaidik•••: Aagya
2025-08-10 09:40:00,Pulkit Dce,<Media omitted>,Pulkit Dce: <Media omitted>
2025-08-10 14:01:00,Pulkit Dce,<Media omitted>,Pulkit Dce: <Media omitted>
2025-10-13 11:50:00,,"•••Vaidik•••: Hey, an awesome offer from Burger King is live on magicpin. Get Crispy Veg Burger + Fries delivered at ₹69 - All Charges included - Only on magicpin!

I have already saved ₹4,311 on food delivery, fashion, entertainment with magicpin.

Use Code: RBSY8815 or click here: https://magp.in/o8Pytby
Don't miss out. Order now!
* Offer applicable on specific cities only.","•••Vaidik•••: Hey, an awesome offer from Burger King is live on magicpin. Get Crispy Veg Burger + Fries delivered at ₹69 - All Charges included - Only on magicpin!"
2025-10-20 07:32:00,Pulkit Dce,Happy diwali bhai🪔✨,Pulkit Dce: Happy diwali bhai🪔✨
2025-10-20 07:41:00,•••Vaidik•••,Same to youu bhai 🎇,•••Vaidik•••: Same to youu bhai 🎇
2025-10-23 17:19:00,Pulkit Dce,<Media omitted>,Pulkit Dce: <Media omitted>
2025-10-23 17:19:00,•••Vaidik•••,<Media omitted>,•••Vaidik•••: <Media omitted>
2025-10-23 17:19:00,•••Vaidik•••,2 rupee h,•••Vaidik•••: 2 rupee h
2025-10-23 17:19:00,Pulkit Dce,Abr,Pulkit Dce: Abr
2025-10-23 17:19:00,•••Vaidik•••,Ritesh se krwa le uske paas honge,•••Vaidik•••: Ritesh se krwa le uske paas honge
2025-10-23 17:19:00,•••Vaidik•••,Cash pade h yr,•••Vaidik•••: Cash pade h yr
2025-10-23 17:53:00,•••Vaidik•••,Bhai nhi h,•••Vaidik•••: Bhai nhi h
2025-10-23 17:53:00,Pulkit Dce,Bhai dhek kisi pa ho toh,Pulkit Dce: Bhai dhek kisi pa ho toh
2025-10-23 17:53:00,Pulkit Dce,Urgent ha,Pulkit Dce: Urgent ha
2025-10-23 17:54:00,•••Vaidik•••,Bhai 1-2 se mange jo sath me ghumte h,•••Vaidik•••: Bhai 1-2 se mange jo sath me ghumte h
2025-10-23 17:54:00,•••Vaidik•••,Ab sbse nhi maang skte na,•••Vaidik•••: Ab sbse nhi maang skte na
2025-10-23 17:54:00,Pulkit Dce,Abe ma da dunga na,Pulkit Dce: Abe ma da dunga na
2025-10-23 17:54:00,•••Vaidik•••,Areyy unke paas hi nhi h,•••Vaidik•••: Areyy unke paas hi nhi h
2025-10-23 17:54:00,•••Vaidik•••,Unko toh me abhi cash deu,•••Vaidik•••: Unko toh me abhi cash deu
2025-10-23 17:54:00,Pulkit Dce,Laacha,Pulkit Dce: Laacha
2025-10-23 17:55:00,Pulkit Dce,Ohk,Pulkit Dce: Ohk
